2021-12-16 01:44:27.441235,15.6875,57.79228670469617,1022.9983897071584,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 01:49:38.287721,16.3130859375,55.48867044311347,1023.0218790166732,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 01:50:06.407299,15.087109375,49.06525431289486,1022.8431567081941,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 01:56:56.425402,8.594921875,66.30257596514197,1023.22825408684,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 02:01:56.889617,6.673046875,74.40133661525545,1023.1377326671218,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 02:06:57.299450,6.1939453125,76.8760485537187,1023.1911111777589,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 02:11:57.661526,5.9921875,78.84506456346863,1023.2435012062239,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 02:16:58.024285,5.8357421875,80.2115448244861,1023.2144040645616,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 02:21:58.441240,5.62890625,79.74283994095494,1023.234501175703,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 02:26:58.821518,5.356640625,82.0399122409861,1023.2827261570502,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 02:31:59.211107,5.0791015625,83.30942496408005,1023.3551417450104,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 02:36:59.635245,4.9025390625,84.43223071128989,1023.4058532503008,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 02:42:00.010502,4.6201171875,84.49067529015294,1023.514447787352,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 02:47:00.347112,4.3427734375,85.70795039101989,1023.5419609056404,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 02:52:00.721282,4.317578125,87.37892215281585,1023.5540292549244,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
2021-12-16 02:57:01.153280,4.18125,88.15637176571086,1023.560008045501,0,2021-12-16 01:44:27.108926,2021-12-16 01:44:27.108942
